customerID|productID|productValidFrom|productValidThru|installationDate|customerName|salesmanID|officePhone|officeFax|corporateEmail1|corporateEmail2|npwp
NS6041040001553|NM1011|2018-04-30|2018-10-31|2018-04-23|PT. SELATANJAYA ADITAMAPERKASA ND6-PADANG|604|0751-30806||siauling_sjap@yahoo.com||01.623.240.7-201.000
NS6041040001565|ND6320|2018-04-23|2019-04-22|2018-04-23|PT. SAMUDRA DISTRA PRIMA ND6-BUKITTINGGI|604|0811664659||samudradp@hotmail.com||01.736.846.5-202.000
NS6041040001565|NM1011|2018-04-30|2018-10-31|2018-04-23|PT. SAMUDRA DISTRA PRIMA ND6-BUKITTINGGI|604|0811664659||samudradp@hotmail.com||01.736.846.5-202.000
NS6041040001687|ND6061|2022-07-31|2023-07-30|2018-07-30|PD. MEGA CIPTA LESTARI ND6-BUKITTINGGI|604|0752-34351|0752-34351|mcl_bukittinggi@yahoo.com||07.141.405.6-202.000
NS6041070001521|ND6320|2018-03-22|2019-03-21|2018-03-22|PT. BINTANG INDO GLOBAL ND6-BANYUASIN|604|0721-7699202||lampung@bintangsriwijaya.com|adi.saputra@bintangsriwijaya.com|02.280.100.5-314.000
NS6041070001521|NM1011|2018-03-22|2019-03-21|2018-03-22|PT. BINTANG INDO GLOBAL ND6-BANYUASIN|604|0721-7699202||lampung@bintangsriwijaya.com|adi.saputra@bintangsriwijaya.com|02.280.100.5-314.000
NS6041070001544|ND6250|2019-04-23|2020-04-22|2018-04-23|CV. BINTER JAYA ND6-LAHAT|604|0731-322155||yndrani@gmail.com||71.938.809.2-309.000
NS6041070001586|ND6251|2018-05-07|2019-05-06|2018-05-07|CV. BINTER ND6-LAHAT|604|0731-325111||splahat@yahoo.com||72.227.510.4-309.000
NS6041070001632|ND6320|2018-06-25|2018-10-31|2018-06-25|CV. JAKAHARTA ND6-BANYUASIN|606|0711-820604||jakaharta@yahoo.com||01.892.739.2-314.000
NS6041070001632|NM1011|2018-06-25|2018-10-31|2018-06-25|CV. JAKAHARTA ND6-BANYUASIN|606|0711-820604||jakaharta@yahoo.com||01.892.739.2-314.000
NS6041080001466|NM1012|2019-02-01|2020-01-31|2018-01-29|PT. ANUGRAH ALAM LAMPUNG ND6-KOTABUMI|604|085380136950||umdhatul.anugrah@gmail.com|anugrahalamlpg2019@gmail.com|71.916.561.5-323.000
NS6041080001467|NF6010|2019-02-01|2020-03-31|2018-03-15|PT. ANUGRAH ALAM LAMPUNG ND6-METRO|604|085380136950||umdhatul.anugrah@gmail.com|anugrahalamlpg2019@gmail.com|71.916.561.5-323.000
NS6041090001842|ND6060|2022-10-31|2023-10-30|2018-10-31|PT. YAFINDO MITRA PERMATA ND6-BATAM|604|0778-7482623||it_yfd@yafindo-group.com||02.048.741.9-215.000
NS6041090001842|ND6150|2022-10-31|2023-10-30|2018-10-31|PT. YAFINDO MITRA PERMATA ND6-BATAM|604|0778-7482623||it_yfd@yafindo-group.com||02.048.741.9-215.000
NS6041090001842|NM1011|||2018-10-31|PT. YAFINDO MITRA PERMATA ND6-BATAM|604|0778-7482623||it_yfd@yafindo-group.com||02.048.741.9-215.000
NS6042020001469|ND6250|2019-02-01|2020-01-31|2018-02-05|UD. PANGAN JAYA ND6-BALIKPAPAN|604|0542-422190|0542-734224|julius.thio@gmail.com||06.149.200.5-721.000
NS6042020001489|ND6251|2019-02-01|2020-01-31|2018-02-05|PT. CITRA SURYA PRATAMA ND6-BALIKPAPAN|604|0542-422190|0542-734224|julius.thio@gmail.com||02.135.141.6-725.000
NS6042020001489|NM1011|2020-02-01|2021-01-31|2018-02-05|PT. CITRA SURYA PRATAMA ND6-BALIKPAPAN|604|0542-422190|0542-734224|julius.thio@gmail.com||02.135.141.6-725.000
NS6042020001490|ND6251|2019-02-01|2020-01-31|2018-02-05|CV. PRATAMA JAYA LESTARI ND6-BALIKPAPAN|604|0542-422190|0542-734224|julius.thio@gmail.com||02.134.427.0-725.000
NS6042020001490|NM1011|2018-02-01|2018-01-31|2018-02-05|CV. PRATAMA JAYA LESTARI ND6-BALIKPAPAN|604|0542-422190|0542-734224|julius.thio@gmail.com||02.134.427.0-725.000
NS6042020001736|ND6250|2022-09-20|2023-09-19|2018-09-20|CV. SEMERU JAYA ABADI ND6-BONTANG|604|0811586536||transsjm@yahoo.com||74.568.489.4-722.000
NS6042020002098|ND6150|2023-02-11|2024-02-10|2019-02-11|CV. SIMPANG UTAMA ND6-TANJUNG REDEP|604|081347032234||cv.simpangutama@gmail.com||70.902.498.8-727.000
NS6042030001751|ND6350|2018-09-24|2019-09-23|2018-09-24|PT. SETIA PAWAN SAMUDERA ND6-PONTIANAK|606|0561-6729651||pt.sepasa@gmail.com||80.546.680.2-704.000
NS6042050001585|ND6320|2018-05-02|2019-05-01|2018-05-02|PT. PULAU INDAH JAYA ND6-BANJARMASIN|604|0511-3268752|0511-3268818|ruddy_pbj@yahoo.co.id||02.614.163.0-731.000
NS6042050001585|NM1011|2018-05-31|2018-11-30|2018-05-02|PT. PULAU INDAH JAYA ND6-BANJARMASIN|604|0511-3268752|0511-3268818|ruddy_pbj@yahoo.co.id||02.614.163.0-731.000
NS6042050001601|ND6320|2018-05-31|2018-11-30|2018-05-14|PT. OBOR BARU MAJU ND6-BANJARMASIN|604|082154617700||rudi.rusia@gmail.com||03.062.651.9-731.000
NS6042050001601|NM1011|2018-05-31|2018-11-30|2018-05-14|PT. OBOR BARU MAJU ND6-BANJARMASIN|604|082154617700||rudi.rusia@gmail.com||03.062.651.9-731.000
NS6042050001812|ND6250|2022-10-15|2023-10-14|2018-10-15|CV. ANUGRAH TIRTA PERDANA ND6-BANJARMASIN|604|0511-4367155||charlysin13@yahoo.co.id|anugerahtirtaperdana@gmail.com|02.090.156.7-731.000
NS6043010001273|ND6321|2017-08-01|2018-01-31|2017-07-31|PT. BIG ROYAL LESTARI-ND6|604|021-7453830|021-7453829|efaktur.brl@gmail.com|popo_zone@hotmail.com|01.821.839.6-411.000
NS6043010001293|ND6250|2019-12-01|2020-11-30|2017-11-13|PT. MANOHARA ASRI ND6-BINTARO|604|021-22733595|021-22733824|dynugroho2012@gmail.com|angga.laksana86@gmail.com|01.673.075.6-641.000
NS6043010001433|ND6060|2018-01-01|2018-12-31|2018-01-29|PT. MEDIA DISTRIBUSI INDONESIA-TANGSEL-ND6|604|021-7990862|081282268379|sales@mdi-indo.com||74.592.527.1-013.000
NS6043010001433|ND6320|2018-01-01|2019-12-31|2018-01-08|PT. MEDIA DISTRIBUSI INDONESIA-TANGSEL-ND6|604|021-7990862|081282268379|sales@mdi-indo.com||74.592.527.1-013.000
NS6043010001433|NM1011|2018-01-01|2018-12-31|2018-01-08|PT. MEDIA DISTRIBUSI INDONESIA-TANGSEL-ND6|604|021-7990862|081282268379|sales@mdi-indo.com||74.592.527.1-013.000
NS6043010001462|ND6220|2018-02-01|2019-01-31|2018-01-29|PT. JENINDO PRAKARSA ND6-TANGERANG|604|021-55703041|02155703226|NURYASANSYAH@GMAIL.COM||02.038.691.8-416.001
NS6043010001462|NM1011|2018-02-01|2019-01-31|2018-01-29|PT. JENINDO PRAKARSA ND6-TANGERANG|604|021-55703041|02155703226|NURYASANSYAH@GMAIL.COM||02.038.691.8-416.001
NS6043010001495|ND6250|2023-02-16|2024-02-15|2018-02-19|PT. THINGKYLING DISTRINDO ND6-SERANG|604|0254-216140|0254-7915238|ptthingkyling@yahoo.co.id|pttkld@yahoo.co.id|01.701.989.4-401.000
NS6043010001748|ND6320|2018-09-17|2019-09-16|2018-09-17|PT. MMM SEJAHTERA ND6 - TANGERANG|604|021-55765907|021-55765909|sejahterammm@gmail.com||02.556.261.2-086.000
NS6043010001748|ND6CU|2018-09-17|2019-09-16|2018-09-17|PT. MMM SEJAHTERA ND6 - TANGERANG|604|021-55765907|021-55765909|sejahterammm@gmail.com||02.556.261.2-086.000
NS6043010001748|NM1011|2018-09-17|2019-09-16|2018-09-17|PT. MMM SEJAHTERA ND6 - TANGERANG|604|021-55765907|021-55765909|sejahterammm@gmail.com||02.556.261.2-086.000
NS6043010001900|ND6060|2023-01-28|2024-01-27|2019-01-02|PT. ANUGERAH PANGAN PRIMA LESTARI ND6-TANGERANG|604|021-5506772|021-5509244|satyawankalip@gmail.com|siskaacc_pt.appl@yahoo.com|01.984.317.6-402.000
NS6043010001900|ND6150|2023-01-28|2024-01-27|2019-01-02|PT. ANUGERAH PANGAN PRIMA LESTARI ND6-TANGERANG|604|021-5506772|021-5509244|satyawankalip@gmail.com|siskaacc_pt.appl@yahoo.com|01.984.317.6-402.000
NS6043020001654|ND6150|2022-07-09|2023-07-08|2018-07-09|PT. KREASI EMBOSS MULTIGUNA ND6-TANGERANG|604|021-5984001|021-5983984|kreasi.emboss@gmail.com||02.004.613.2-036.000
NS6043020001866|ND6250|2018-12-06|2019-12-05|2018-12-06|PT. BINTANG ARTHA CEMERLANG ND6 -JAKARTA|604|021-5357301||indrawan_rudi@yahoo.com||74.681.039.9-036.000
NS6043020002109|ND6320|2019-02-18|2020-02-17|2019-02-18|PT. KHARISMA PAKMU MANDIRI ND6-JAKARTA PVM|604|021-4601653||william.pakmu@gmail.com|Yudhi.pakmu@gmail.com|02.312.769-9.004.000
NS6043020002109|NM1011|2019-02-18|2020-02-17|2019-02-18|PT. KHARISMA PAKMU MANDIRI ND6-JAKARTA PVM|604|021-4601653||william.pakmu@gmail.com|Yudhi.pakmu@gmail.com|02.312.769-9.004.000
NS6043020002136|ND6320|2020-03-25|2021-03-24|2019-03-25|PT. MEGA MAJU MANDIRI ND6-CAKUNG UCI|604|021-26060171||leomegamaju@gmail.com||02.313.027.1-004.000
NS6043020002136|NM1011|2020-03-25|2021-03-24|2019-03-25|PT. MEGA MAJU MANDIRI ND6-CAKUNG UCI|604|021-26060171||leomegamaju@gmail.com||02.313.027.1-004.000
NS6043020002137|ND6320|2020-03-25|2021-03-24|2019-03-25|PT. MEGA MAJU MANDIRI ND6-BEKASI|604|021-82699418||leomegamaju@gmail.com||02.313.027.1-004.000
NS6043020002137|NM1011|2020-03-25|2021-03-24|2019-03-25|PT. MEGA MAJU MANDIRI ND6-BEKASI|604|021-82699418||leomegamaju@gmail.com||02.313.027.1-004.000
NS6043020002138|ND6320|2020-03-25|2021-03-24|2019-03-25|PT. MEGA MAJU MANDIRI ND6-JAKARTA BARAT|604|021-22302310||leomegamaju@gmail.com||02.313.027.1-004.000
NS6043020002138|NM1011|2020-03-25|2021-03-24|2019-03-25|PT. MEGA MAJU MANDIRI ND6-JAKARTA BARAT|604|021-22302310||leomegamaju@gmail.com||02.313.027.1-004.000
NS6043030001292|ND6150|2021-02-13|2022-02-12|2019-02-13|PT. MANOHARA ASRI ND6-BEKASI|604|021-82416653|021-82416653|angga.laksana86@gmail.com|sulis_kmb@yahoo.com|01.673.075.6-641.000
NS6043030001294|ND6250|2019-12-01|2020-11-30|2017-12-31|PT. MANOHARA ASRI ND6-KARAWANG|604|031-3824528| 031-3824529|angga.laksana86@gmail.com||01.673.075.6-641.000
NS6043030001295|ND6250|2019-02-05|2020-02-04|2019-02-05|PT. MANOHARA ASRI ND6-BANDUNG|604|031-3824528|031-3824529|angga.laksana86@gmail.com||01.673.075.6-641.000
NS6043030001296|ND6250|2019-02-05|2020-02-04|2018-02-05|PT. MANOHARA ASRI ND6-CIREBON|604|022-7332352|0227332353|jerink88@yahoo.co.id||01.673.075.6-641.000
NS6043030001297|ND6250|2019-02-05|2020-02-04|2018-02-05|PT. MANOHARA ASRI ND6-SUKABUMI|604|022-7332352|022-7332353|jerink88@yahoo.co.id||01.673.075.6-641.000
NS6043030001414|ND6320|2017-12-01|2018-05-31|2017-12-11|PT. Jessindo Prakarsa ND6-Bogor|604|0251-8664819||priatna@jessindo.com||02.088.311.2-404.000
NS6043030001414|NM1011|2017-12-01|2018-05-31|2017-12-11|PT. Jessindo Prakarsa ND6-Bogor|604|0251-8664819||priatna@jessindo.com||02.088.311.2-404.000
NS6043030001419|ND6250|2018-01-01|2018-12-31|2017-12-18|PT. NARAZA JAYA SEJAHTERA ND6-CIMAHI|604|022-6627238|||arief.done18@gmail.com|72.175.898.5-421.001
NS6043030001419|ND6321|2018-01-01|2018-12-31|2017-12-18|PT. NARAZA JAYA SEJAHTERA ND6-CIMAHI|604|022-6627238|||arief.done18@gmail.com|72.175.898.5-421.001
NS6043030001419|NM1011|2018-01-01|2018-12-31|2017-12-18|PT. NARAZA JAYA SEJAHTERA ND6-CIMAHI|604|022-6627238|||arief.done18@gmail.com|72.175.898.5-421.001
NS6043030001436|ND6250|2020-01-01|2020-12-31|2018-01-08|PT. TULUS MAJU-SUKABUMI-ND6|604|0266-6223711||sales@tulusmaju.com||21.143.318.0-403.000
NS6043030001461|ND6250|2018-02-01|2019-01-31|2018-01-25|PT. Naraza Jaya Sejahtera ND6-Cianjur|604|022-6627238||finance@naraza.co.id||72.175.898.5-421.001
NS6043030001461|ND6321|2018-02-01|2019-01-31|2018-01-25|PT. Naraza Jaya Sejahtera ND6-Cianjur|604|022-6627238||finance@naraza.co.id||72.175.898.5-421.001
NS6043030001461|NM1011|2018-02-01|2019-01-31|2018-01-25|PT. Naraza Jaya Sejahtera ND6-Cianjur|604|022-6627238||finance@naraza.co.id||72.175.898.5-421.001
NS6043030001463|ND6250|2019-02-01|2020-01-31|2018-01-29|PT. BANTEN RUBIARTA ND6-CILEGON|604|0254-391856|0251-376029|banten_rubiarta@yahoo.com||02.055.332.7-417.000
NS6043030001463|ND6321|2018-02-28|2018-08-31|2018-02-12|PT. BANTEN RUBIARTA ND6-CILEGON|604|0254-391856|0251-376029|banten_rubiarta@yahoo.com||02.055.332.7-417.000
NS6043030001463|NM1011|2018-02-28|2018-08-31|2018-02-12|PT. BANTEN RUBIARTA ND6-CILEGON|604|0254-391856|0251-376029|banten_rubiarta@yahoo.com||02.055.332.7-417.000
NS6043030001481|ND6321|2018-03-01|2018-08-31|2018-02-12|PT. JENINDO PRAKARSA ND6-KARAWANG|604|0267-8409471||dadang_saripudin@jenindo.com||02.038.691.8-408.001
NS6043030001590|ND6250|2020-07-12|2021-07-11|2018-05-07|PT. SEMUT MERAH TANGGUH ND6-BOGOR|604|0818684622||sutrisno@semutmerah.co.id||03.345.718.5-403.000
NS6043030001590|NM1011|2020-07-12|2021-07-11|2018-05-07|PT. SEMUT MERAH TANGGUH ND6-BOGOR|604|0818684622||sutrisno@semutmerah.co.id||03.345.718.5-403.000
NS6043030001651|ND6300|2019-07-09|2020-07-08|2018-07-09|PT. SAMYUAN MANUNGGAL PERKASA ND6-CIREBON|604|0231-231709|0231-248994|samyuan_crb@yahoo.co.id||01.607.271.2-426.000
NS6043030001690|ND6120|2022-08-02|2023-08-01|2018-08-02|PT. NIRMALA PANGAN SEJAHTERA ND6-KARAWANG|604||tutug3012@yahoo.com,|nps1bks@yahoo.co.id|tutug3012@yahoo.com|01.593.503.4-432.000
NS6043030001696|NM1012|2019-02-20|2020-02-19|2019-02-20|CV. TRI JAYA UTAMA ND6-CIMAHI|604|022-6865914|022-6865914|trijayautamamix@gmail.com|b3p2ak@gmail.com|82.827.532.1-421.000
NS6043030001696|NT1010|2019-02-20|2020-02-19|2019-02-20|CV. TRI JAYA UTAMA ND6-CIMAHI|604|022-6865914|022-6865914|trijayautamamix@gmail.com|b3p2ak@gmail.com|82.827.532.1-421.000
NS6043030001839|ND6300|2018-10-29|2019-10-28|2018-10-29|PT. SUMBER CIPTA KARYA LESTARI ND6-BANJAR|604|0823-2074-3218||sckl.bjr@yahoo.com||72.154.088.8-425.000
NS6043030001839|NM1011|2018-10-29|2019-10-28|2018-10-29|PT. SUMBER CIPTA KARYA LESTARI ND6-BANJAR|604|0823-2074-3218||sckl.bjr@yahoo.com||72.154.088.8-425.000
NS6043030001840|ND6300|2018-10-29|2019-10-28|2018-10-29|PT. SUMBER CIPTA KARYA LESTARI ND6-TASIKMALAYA|604|0265-330864|0265-335238|sckl.tsk@yahoo.com||72.154.088.8-425.000
NS6043030001840|NM1011|2018-10-29|2019-10-28|2018-10-29|PT. SUMBER CIPTA KARYA LESTARI ND6-TASIKMALAYA|604|0265-330864|0265-335238|sckl.tsk@yahoo.com||72.154.088.8-425.000
NS6043030001841|ND6300|2018-10-29|2019-10-28|2018-10-29|PT. SUMBER CIPTA KARYA LESTARI ND6-GARUT|604|0823-1545-0324||sckl.grt@yahoo.com||72.154.088.8-425.000
NS6043030001841|NM1011|2018-10-29|2019-10-28|2018-10-29|PT. SUMBER CIPTA KARYA LESTARI ND6-GARUT|604|0823-1545-0324||sckl.grt@yahoo.com||72.154.088.8-425.000
NS6043030001931|NF6011|2019-01-28|2020-01-27|2019-01-28|PT. FATARINDO CEMERLANG ND6-CIMAHI|604|022-42822708||eric.rh@fatarindo.com||75.297.588.8-422.000
NS6043040001290|ND6250|2021-03-01|2022-02-28|2019-03-01|PT. MANOHARA ASRI ND6-SOLO|604|0271-7893010| 031-3824529|angga.laksana86@gmail.com|devi.tri_handoko@yahoo.co.id|01.673.075.6-641.000
NS6043040001291|ND6250|2021-03-01|2022-02-28|2018-03-01|PT. MANOHARA ASRI ND6-PURWOKERTO|604|0281-636191| 031-3824529|angga.laksana86@gmail.com|devi.tri_handoko@yahoo.co.id|01.673.075.6-641.000
NS6043040001541|ND6220|2020-04-02|2021-04-01|2018-04-09|PD. BUANA ND6-PURWOKERTO|604|081914606800|||laporanpromosi_buana@yahoo.com|06.074.728.4-521.000
NS6043040001541|ND6321|2020-04-02|2021-04-01|2018-04-09|PD. BUANA ND6-PURWOKERTO|604|081914606800|||laporanpromosi_buana@yahoo.com|06.074.728.4-521.000
NS6043040001541|NM1011|2020-04-02|2021-04-01|2018-04-09|PD. BUANA ND6-PURWOKERTO|604|081914606800|||laporanpromosi_buana@yahoo.com|06.074.728.4-521.000
NS6043040001542|ND6320|2018-04-09|2019-04-08|2018-04-09|CV. PELITA HATI ND6-PEKALONGAN|604|0285-4411188||subdist_pelita_hati@yahoo.co.id||02.254.868.9-502.000
NS6043040001542|NM1011|2018-04-30|2018-10-31|2018-04-09|CV. PELITA HATI ND6-PEKALONGAN|604|0285-4411188||subdist_pelita_hati@yahoo.co.id||02.254.868.9-502.000
NS6043040001579|ND6321|2018-06-04|2019-06-03|2018-06-04|PT. SATRIA SAKTI ND6-MAJENANG|604|081914606800||laporanpromosi_buana@yahoo.com||01.795.336.5-522.000
NS6043040001636|ND6321|2018-07-02|2019-07-01|2018-07-02|CV. MUSTIKA JAYA DISTRIBUSI ND6-BLORA|604|0296-533525||subagiosukidjan@yahoo.com||86.909.423.5-514.000
NS6043040001637|ND6320|2018-07-02|2019-07-01|2018-07-02|CV. TERANG JAYA DISTRIBUSI ND6-KUDUS|604|0291-4249428||dsj_kudus@yahoo.o.id|subagiosukidjan@yahoo.com|86.852.040.4-506.000
NS6043040001669|ND6300|2018-07-16|2019-07-15|2018-07-16|CV. BERKAH JAYA ABADI ND6-SEMARANG|604|024-7613790||cv.berkahjayaabadi@rocketmail.com|j_berkah@yahoo.co.id|02.625.119.9-503.000
NS6043040001725|ND6060|2022-09-03|2023-09-02|2018-09-03|PT. TRIDAYA SUMBER REJEKI ND6-SOLO|604|0271-623951|0271-623952|tridayasolo@gmail.com||01.736.455.5-532.000
NS6043040001725|NM1012|2022-03-03|2023-03-02|2019-03-15|PT. TRIDAYA SUMBER REJEKI ND6-SOLO|604|0271-623951|0271-623952|tridayasolo@gmail.com||01.736.455.5-532.000
NS6043040001830|ND6221|2018-11-12|2019-11-11|2018-11-12|PD. BUANA ND6-CILACAP|604|0282-548266||buanapdcilacap@yahoo.co.id|laporanpromosi_buana@yahoo.com|06.074.728.4-521.000
NS6043040001904|ND6221|2019-01-02|2020-01-01|2019-01-02|CV. BUANA SUKSES DISTRIBUSI ND6-PURWOKERTO|604|081914606800||laporanpusat.piutang@gmail.com||85.548.862.3-521.000
NS6043040002125|ND6300|2023-03-18|2024-03-17|2019-03-18|PT. SATRIA SAKTI ND6- PURWOREJO|604|0275-7530291||laporanpromosi_buana@yahoo.com||01.795.336.5-522.000
NS6043050001289|ND6250|2021-03-01|2022-02-28|2018-03-01|PT. MANOHARA ASRI ND6-JOGYAKARTA|604|0274-4546007|031-3824529|angga.laksana86@gmail.com|devi.tri_handoko@yahoo.co.id|01.673.075.6-641.000
NS6043050001479|ND6060|2018-09-10|2019-09-09|2018-09-10|CV. TIARA MAS ND6-YOGYAKARTA PVM|604|0274-6415142||adh_tiaramas@pingloka.com||02.264.661.6-542.000
NS6043050001479|ND6320|2018-02-05|2019-02-04|2018-02-05|CV. TIARA MAS ND6-YOGYAKARTA PVM|604|0274-6415142||adh_tiaramas@pingloka.com||02.264.661.6-542.000
NS6043050001479|NM1011|2018-02-05|2019-02-04|2018-02-05|CV. TIARA MAS ND6-YOGYAKARTA PVM|604|0274-6415142||adh_tiaramas@pingloka.com||02.264.661.6-542.000
NS6043060001280|ND6250|2019-04-02|2020-04-01|2019-04-02|PT. MANOHARA ASRI ND6-SIDOARJO|604|031-3824528|031-3824529|angga.laksana86@gmail.com||01.673.075.6-641.000
NS6043060001281|ND6250|2021-03-01|2022-02-28|2018-03-01|PT. MANOHARA ASRI ND6-MADIUN|604|0351-4772795|031-3824529|angga.laksana86@gmail.com|manohara.madiun@gmail.com|01.673.075.6-641.000
NS6043060001282|ND6250|2019-02-05|2020-02-04|2018-02-05|PT. MANOHARA ASRI ND6-MALANG|604|0341-4301061||dynugroho2012@gmail.com||01.673.075.6-641.000
NS6043060001283|ND6250|2021-04-23|2022-04-22|2018-04-02|PT. MANOHARA ASRI ND6-PROBOLINGGO|604|031-3824528| 031-3824529|angga.laksana86@gmail.com||01.673.075.6-641.000
NS6043060001283|NM1011|2021-04-23|2022-04-22|2018-04-23|PT. MANOHARA ASRI ND6-PROBOLINGGO|604|031-3824528| 031-3824529|angga.laksana86@gmail.com||01.673.075.6-641.000
NS6043060001284|ND6250|2021-04-23|2022-04-22|2018-04-02|PT. MANOHARA ASRI ND6-JEMBER|604|031-3824528|031-3824529|angga.laksana86@gmail.com||01.673.075.6-641.000
NS6043060001284|NM1011|2021-04-23|2022-04-22|2018-04-23|PT. MANOHARA ASRI ND6-JEMBER|604|031-3824528|031-3824529|angga.laksana86@gmail.com||01.673.075.6-641.000
NS6043060001285|ND6250|2019-04-19|2020-04-18|2018-04-02|PT. MANOHARA ASRI ND6-BANYUWANGI|604|031-3824528|031-3824529|angga.laksana86@gmail.com||01.673.075.6-641.000
NS6043060001285|NM1011|2019-04-19|2020-04-18|2018-04-19|PT. MANOHARA ASRI ND6-BANYUWANGI|604|031-3824528|031-3824529|angga.laksana86@gmail.com||01.673.075.6-641.000
NS6043060001454|ND6250|2019-02-01|2020-01-31|2018-01-22|PT. BUMI PEMBANGUNAN PERTIWI ND6-MADIUN|604|0351-476655||bpp.dvnestle@gmail.com||01.498.725.9-641.000
NS6043060001454|ND6320|2018-03-31|2018-09-30|2018-03-19|PT. BUMI PEMBANGUNAN PERTIWI ND6-MADIUN|604|0351-476655||bpp.dvnestle@gmail.com||01.498.725.9-641.000
NS6043060001454|NM1011|2018-03-31|2018-09-30|2018-03-19|PT. BUMI PEMBANGUNAN PERTIWI ND6-MADIUN|604|0351-476655||bpp.dvnestle@gmail.com||01.498.725.9-641.000
NS6043060001540|ND6320|2018-04-02|2019-04-01|2018-04-02|PT. SINERGI DISTRIBUSI UTAMA ND6-TULUNGAGUNG|604|0355-5250329|0355-5250329|hariadihs@ymail.com||02.515.617.5-629.000
NS6043060001540|NM1011|2018-04-30|2018-10-31|2018-04-02|PT. SINERGI DISTRIBUSI UTAMA ND6-TULUNGAGUNG|604|0355-5250329|0355-5250329|hariadihs@ymail.com||02.515.617.5-629.000
NS6043060001645|ND6350|2018-07-02|2019-07-01|2018-07-02|CV. TIRTA RAHARJA ND6-PONOROGO|604|0352-461005||tirta.ponorogo93@gmail.com|tirta.ponorogo93@gmail.com|01.480.568.3.647.000
NS6043060001652|ND6320|2019-07-09|2020-07-08|2018-07-09|PT. MITRA PERWINDA SUKSES ND6-SURABAYA|604|031-7482654|031-7482662|mperwinda_sbydd7@yahoo.co.id||01.731.051.7-614.000
NS6043060001666|ND6060|2022-07-16|2023-07-15|2018-07-16|PT. PADMATIRTA WISESA ND6-SIDOARJO|604|031-8684054|08113467252|f5nywijaya@gmail.com||01.465.906.4.631.000
NS6043060001675|ND6060|2022-07-23|2023-07-22|2018-07-23|KOPERASI KARYAWAN TJIWI KIMIA ND6-MOJOKERTO|604|0321-399608||ktjiwikimia@gmail.com|filaroza@yahoo.co.id|01.490.527.7-641.000
NS6043060001675|ND6150|2022-07-23|2023-07-22|2018-07-23|KOPERASI KARYAWAN TJIWI KIMIA ND6-MOJOKERTO|604|0321-399608||ktjiwikimia@gmail.com|filaroza@yahoo.co.id|01.490.527.7-641.000
NS6043060001675|NM1011|2022-07-23|2023-07-22|2018-07-23|KOPERASI KARYAWAN TJIWI KIMIA ND6-MOJOKERTO|604|0321-399608||ktjiwikimia@gmail.com|filaroza@yahoo.co.id|01.490.527.7-641.000
NS6043060001700|ND6300|2018-08-13|2019-08-12|2018-08-13|PT. UNIRAMA DUTA NIAGA ND6-BANYUWANGI|604|08123100610||annisaeka@gmail.com||01.885.263.2-007.000
NS6043060001701|ND6300|2018-08-13|2019-08-12|2018-08-13|PT. UNIRAMA DUTA NIAGA ND6-JOMBANG|604|08123100610||annisaeka@gmail.com||01.885.263.2-007.000
NS6043060001702|ND6300|2018-08-13|2019-08-12|2018-08-13|PT. UNIRAMA DUTA NIAGA ND6-JEMBER|604|08123100610||annisaeka@gmail.com||01.885.263.2-007.000
NS6043060001703|ND6300|2018-08-13|2019-08-12|2018-08-13|PT. UNIRAMA DUTA NIAGA ND6-KEDIRI|604|08123100610||annisaeka@gmail.com||01.885.263.2-007.000
NS6043060001704|ND6300|2018-08-13|2019-08-12|2018-08-13|PT. UNIRAMA DUTA NIAGA ND6-PONOROGO|604|0352-489229||annisaeka@gmail.com||01.885.263.2-007.000
NS6043060001705|ND6300|2018-08-13|2019-08-12|2018-08-13|PT. RAMASURYA PERKASA DISTRINDO ND6-SURABAYA|604|08123100610||annisaeka@gmail.com||03.292.830.1.614.000
NS6043060001706|ND6300|2018-08-13|2019-08-12|2018-08-13|PT. UNIRAMA DUTA NIAGA ND6-TULUNGAGUNG|604|08123100610||annisaeka@gmail.com||01.885.263.2-007.000
NS6043060001721|ND6300|2018-08-27|2019-08-26|2018-08-27|PT. UNIRAMA DUTA NIAGA ND6-PROBOLINGGO|604|||annisaeka@gmail.com||01.885.263.2-007.000
NS6043060001750|ND6060|2022-09-24|2023-09-24|2018-09-24|PT. PANCA BAKTI MULYA ND6-BOJONEGORO|604|0353-2893249||yuyuniko@gmail.com|pbm_bojonegoro@yahoo.com|31.533.970.5-601.000
NS6043060001763|ND6060|2022-09-24|2023-09-23|2018-09-24|PT. PADMATIRTA WISESA ND6-LAMONGAN|604|031-8684054||f5nywijaya@gmail.com||01.465.906.4-631.000
NS6043060001765|ND6060|2022-09-27|2023-09-26|2018-09-27|PT. PADMATIRTA WISESA ND6-GRESIK|604|031-8684054||f5nywijaya@gmail.com||01.465.906.4-631.000
NS6043060001805|ND6250|2022-10-15|2023-10-14|2018-10-15|PT. MOGA DJAJA ND6-SURABAYA|604|08113105567|031-5676330|moga_djaja@yahoo.com||01.108.083.5-631.000
NS6043060001805|ND6260|2022-10-15|2023-10-14|2018-10-15|PT. MOGA DJAJA ND6-SURABAYA|604|08113105567|031-5676330|moga_djaja@yahoo.com||01.108.083.5-631.000
